保单文件名, 产品类型, 产品名称, 产品交费方式, 产品条款文字编码
{'file_name': '1d354e3f-c261-4821-bf79-fea28e3c4e26_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '成长安心儿童长期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰大都会[2012]疾病保险002号'}
{'file_name': '1d7e04b1-5346-4618-bc88-e8f51bdf0bbd_TERMS'}, {'product_category': '豁免重大疾病保险条款'}, {'product_name': '中宏附加精选保险费豁免重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '中宏人寿[2017]疾病保险041号'}
{'file_name': '1dcbbada-9b76-4896-9d1e-d8af13433d6c_TERMS'}, {'product_category': '万事兴重大疾病保险条款'}, {'product_name': '验证条款嘉禾附加万事兴重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '嘉禾人寿[2009]疾病保险029号'}
{'file_name': '1ded74f4-2e11-4250-b637-d3ece22cbb0f_TERMS'}, {'product_category': '一生重大疾病保险条款'}, {'product_name': '有限公司附加福康一生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2012]疾病保险101号'}
{'file_name': '1e26bce8-beac-4c70-b9e0-01eac4456605_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '有限公司中韩尊佑终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '1e5b1e9e-823e-4853-bc9b-17038b0ff3ab_TERMS'}, {'product_category': '英才重大疾病保险'}, {'product_name': '平安附加鸿运英才重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2017]疾病保险039号'}
{'file_name': '1f006ba1-8394-43cd-be1f-ccef777ada82_TERMS'}, {'product_category': '女性疾病保险条款'}, {'product_name': '验证条款中意附加康逸行女性疾病保险条款'}, {'product_payment': '无'}, {'product_term': '中意人寿[2011]疾病保险047号'}
{'file_name': '1f13c64f-d2b8-4963-9c26-95ed531a9dd7_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '按如下方式计算并给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '信诚人寿[2014]疾病保险077号'}
{'file_name': '1f592759-36ac-43d5-90d3-ff7eb99e4658_TERMS'}, {'product_category': '保费重大疾病保险'}, {'product_name': '民生附加投保人豁免保费重大疾病保险'}, {'product_payment': '无'}, {'product_term': '民生保险[2018]疾病保险003号'}
{'file_name': '1f62b35b-a219-452e-9967-3a20531d57bf_TERMS'}, {'product_category': '生活重大疾病保险条款'}, {'product_name': '人保寿险附加康健生活重大疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '无'}
{'file_name': '1f806ffc-b211-4d80-8849-d9762d787127_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '中意悦享安康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '中意人寿[2016]疾病保险010号'}
{'file_name': '1fdc9bf2-c248-404d-a78d-d43e326d5917_TERMS'}, {'product_category': '轻症疾病保险条款'}, {'product_name': '查询验证条款国华华安轻症疾病保险条款'}, {'product_payment': '无'}, {'product_term': '国华人寿[2016]疾病保险025号'}
{'file_name': '20978778-17e6-45bf-a953-328911dec587_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加金佑人生提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平洋人寿[2013]疾病保险013号'}
{'file_name': '20b393f4-61a1-416f-a9fa-4d53dcf8ca1c_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '英大附加无忧少儿重大疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '英大人寿[2015]疾病保险021号'}
{'file_name': '20d328a1-9e51-48a8-82ad-15764ae831fb_TERMS'}, {'product_category': '第一类重大疾病保险'}, {'product_name': '本合同第一类重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '友邦保险[2016]疾病保险011号'}
{'file_name': '21396599-fad1-4089-a43e-2bbb753c9058_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '康乐宁终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '21531a66-25e1-439d-9467-025d709a865a_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '天安人寿安享无忧终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '天安人寿[2016]疾病保险026号'}
{'file_name': '218c79ab-929c-4c51-85ea-385330132d55_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '天安人寿天佑安康终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '天安人寿[2012]疾病保险025号'}
{'file_name': '21aed5f3-18bf-4a8f-aaf2-1b2eb31db7ef_TERMS'}, {'product_category': '版重大疾病保险条款'}, {'product_name': '附加御立方五号关爱版重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '21ba8b49-fdd6-447f-b083-15d07936f874_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '公司给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2016]疾病保险067号'}
{'file_name': '21c06bc9-70fb-4ff4-bc56-c5bffcd1cd5b_TERMS'}, {'product_category': '隽福重大疾病保险条款'}, {'product_name': '太平隽福重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '太平人寿[2017]疾病保险054号'}
{'file_name': '21eaf54b-0c34-4b14-83ef-2a91fe072abf_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '吉祥人寿祥和安康终身重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '吉祥人寿[2013]疾病保险033号'}
{'file_name': '2225172f-7dcb-4513-98ad-d1b5aac3d79e_TERMS'}, {'product_category': '海智选重大疾病保险条款'}, {'product_name': '上海人寿附加览海智选重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '上海人寿[2017]疾病保险033号'}
{'file_name': '2261f24b-acae-40b3-bc6b-d9e1aca7757c_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加伴我一生提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '君龙人寿[2010]疾病保险012号'}
{'file_name': '227b4c4f-2239-4cfe-848d-e307f502b268_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '北京人寿京康一生终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '北京人寿[2018]疾病保险004号'}
{'file_name': '22a1f0cf-5606-4fd2-b43b-9365b2afdde7_TERMS'}, {'product_category': '福重大疾病保险'}, {'product_name': '富德生命附加福上福重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '富德生命[2016]疾病保险052号'}
{'file_name': '22b39451-0f9d-408b-896c-d27900f8b62c_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加晶彩安康提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '君龙人寿[2014]疾病保险005号'}
{'file_name': '22becccc-90a7-4383-8d8f-01cd8c491519_TERMS'}, {'product_category': '康瑞重大疾病保险条款'}, {'product_name': '阳光人寿附加阳光康瑞重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '阳光人寿[2014]疾病保险008号'}
{'file_name': '22ff306c-a092-4cc1-9698-183b8281cc7c_TERMS'}, {'product_category': '康瑞重大疾病保险条款'}, {'product_name': '阳光人寿附加阳光康瑞重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '阳光人寿[2014]疾病保险051号'}
{'file_name': '231a9ddb-c691-4c05-ba57-4576e2b1f56a_TERMS'}, {'product_category': '至重大疾病保险'}, {'product_name': '验证条款友邦全佑倍至重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '友邦保险[2014]疾病保险104号'}
{'file_name': '2334db97-74f1-4d7e-9cc9-b927c3fd61da_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '本公司将给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '234b2069-9ff8-46b2-a04c-5aab8b4dbc32_TERMS'}, {'product_category': '人身重大疾病保险'}, {'product_name': '有限公司幸福盈彩人身重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '235cfdb4-bbec-457b-aa21-83f75a1ddeb0_TERMS'}, {'product_category': '保重大疾病保险条款'}, {'product_name': '中意附加一生保重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '中意人寿[2015]疾病保险023号'}
{'file_name': '2378375f-e067-4c9e-a36f-8187d8e714b9_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加智悦人生提前给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '平安人寿[2017]疾病保险076号'}
{'file_name': '23903711-1666-4ed5-b5c1-7c6ff8197882_TERMS'}, {'product_category': '版重大疾病保险'}, {'product_name': '平安附加乐享福尊享版重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2015]疾病保险025号'}
{'file_name': '23d72861-2bd3-4fec-a7a7-9ef82fe37bf6_TERMS'}, {'product_category': '五号重大疾病保险条款'}, {'product_name': '安盛人寿附加御立方五号重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '23f35d78-9eb3-48c7-850a-becf8aa2e5d8_TERMS'}, {'product_category': '少儿重大疾病保险'}, {'product_name': '太平附加阳光天使少儿重大疾病保险'}, {'product_payment': '无'}, {'product_term': '太平人寿[2009]疾病保险076号'}
{'file_name': '24597ab3-75a7-4c5e-b01d-e18d1e524c9f_TERMS'}, {'product_category': '卫士重大疾病保险条款'}, {'product_name': '保险有限公司健康卫士重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '方正人寿[2012]疾病保险006号'}
{'file_name': '24b9e39c-2d32-430a-97ac-1aa04172a5d9_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '泰康附加健康人生终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '24d51d56-b6bb-4d27-9c59-5cca2d8c2598_TERMS'}, {'product_category': '全佑重大疾病保险条款'}, {'product_name': '太平附加福利全佑重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '太平人寿[2016]疾病保险029号'}
{'file_name': '2500010b-3000-4bcc-b407-620f56ac17e5_TERMS'}, {'product_category': '保费重大疾病保险条款'}, {'product_name': '君龙附加豁免保费重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '君龙人寿[2012]疾病保险029号'}
{'file_name': '25987987-c655-482b-9da7-6239b06f2da6_TERMS'}, {'product_category': '随心重大疾病保险条款'}, {'product_name': '天安人寿健康随心重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '天安人寿[2015]疾病保险016号'}
{'file_name': '264fd727-c384-49c3-b001-244524629d9c_TERMS'}, {'product_category': '如意重大疾病保险条款'}, {'product_name': '银安盛人寿附加盛世如意重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '267a6214-3ce5-4ddb-b386-8e99406b47cf_TERMS'}, {'product_category': '向重大疾病保险'}, {'product_name': '合同的累计保险费数额向重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '27c6b5d2-01b7-4e8d-8e35-9529d3193c2f_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '合众珍爱幸福终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '280a5379-eaac-4311-bd88-5702662ba637_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加康爱无忧提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '英大人寿[2018]疾病保险002号'}
{'file_name': '281d089e-3718-4ae8-8124-611f464f6d6b_TERMS'}, {'product_category': '定期重大疾病保险'}, {'product_name': '公司中荷附加金福康定期重大疾病保险'}, {'product_payment': '无'}, {'product_term': '中荷人寿[2014]疾病保险22号'}
{'file_name': '28599872-e18b-4dfd-a005-aeae69e004df_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '渤海人寿[2016]疾病保险014号'}
{'file_name': '28911b8d-c8e7-463c-b6f7-21169a6af4a2_TERMS'}, {'product_category': '向重大疾病保险'}, {'product_name': '附加合同的保险金额向重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2013]疾病保险050号'}
{'file_name': '28b2eefd-b210-4c4d-853a-43da15084f32_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加少儿平安福提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2017]疾病保险049号'}
{'file_name': '29bcd083-6c19-4129-b778-9c39315ae2dc_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '附加福瑞一生豁免保险费重大疾病保险'}, {'product_payment': '无'}, {'product_term': '东吴人寿[2016]疾病保险007号'}
{'file_name': '29f4188b-8743-4f3c-b718-2315c177a7dd_TERMS'}, {'product_category': '长期重大疾病保险条款'}, {'product_name': '附加都会一号长期重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '都会人寿[2017]017号'}
{'file_name': '2a099d74-57db-4ab2-a04d-7b9c42a66e28_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '验证条款君康金宝贝少儿重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '君康人寿[2016]疾病保险035号'}
{'file_name': '2a24f60e-0119-4c73-8d44-65edc8eebd1c_TERMS'}, {'product_category': '危重疾病保险条款'}, {'product_name': '恒安标准附加爱的延续危重疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '标准司字[2014]244号'}
{'file_name': '2adacda9-1efe-42f1-80eb-b038ca55e72a_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '条款国华附加豁免保险费重大疾病保险'}, {'product_payment': '无'}, {'product_term': '国华人寿[2017]疾病保险014号'}
{'file_name': '2bb3d4e9-9952-4dcd-b7e2-1088d8caba8e_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '疾病保险金受益人给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '2bc2623c-586a-4053-a415-4475931f1f49_TERMS'}, {'product_category': '防癌疾病保险'}, {'product_name': '女性长期女性长期女性防癌疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '2bc9c8e9-63e6-4585-9755-db19c3a370b6_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '公司成长安心儿童长期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰大都会[2012]疾病保险003号'}
